fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.075,0.0077,0.002,0.081,0.00098,0.3,0.92,0.0099892,0.032,0.0058,0.092,5
0.091,0.0025,0.0034,0.02,0.00071,0.45,0.67,0.0099769,0.0344,0.0086,0.102,7
0.099,0.0032,0.0056,0.02,0.00073,0.03,0.08,0.0099534,0.0315,0.0073,0.114,6
0.086,0.0037,0.0065,0.064,0.0008,0.03,0.08,0.0099817,0.0327,0.0058,0.11,5
0.086,0.0037,0.0065,0.064,0.0008,0.03,0.08,0.0099817,0.0327,0.0058,0.11,5
0.079,0.003,0.0068,0.083,0.0005,0.375,2.78,0.0099316,0.0301,0.0051,0.123,7
0.103,0.0027,0.0056,0.014,0.00047,0.03,0.08,0.0099471,0.0316,0.0051,0.118,6
0.079,0.003,0.0068,0.083,0.0005,0.375,2.89,0.0099316,0.0301,0.0051,0.123,7
0.072,0.0038,0.003,0.018,0.00073,0.31,0.7,0.0099685,0.0342,0.0059,0.095,6
0.087,0.0042,0.0045,0.024,0.00072,0.32,0.59,0.0099617,0.0333,0.0077,0.12,6
0.072,0.0038,0.003,0.018,0.00073,0.31,0.7,0.0099685,0.0342,0.0059,0.095,6
0.068,0.0048,0.0008,0.018,0.00074,0.4,0.64,0.0099529,0.0312,0.0049,0.096,5
0.085,0.0034,0.004,0.047,0.00055,0.03,0.09,0.0099738,0.0338,0.0066,0.116,7
0.079,0.0019,0.0042,0.016,0.00057,0.18,0.3,0.00994,0.0329,0.0069,0.112,6
0.116,0.0041,0.0054,0.015,0.00095,0.22,0.41,0.0099735,0.0302,0.0076,0.099,7
0.116,0.0041,0.0054,0.015,0.00095,0.22,0.41,0.0099735,0.0302,0.0076,0.099,7
0.1,0.0026,0.0054,0.019,0.00083,0.42,0.74,0.0099451,0.0298,0.0063,0.118,8
0.079,0.0034,0.0042,0.02,0.00086,0.08,0.19,0.0099546,0.0335,0.006,0.114,6
0.07,0.0054,0.0009,0.02,0.00081,0.1,0.16,0.0099479,0.0343,0.0059,0.115,6
0.092,0.0031,0.0036,0.022,0.00079,0.11,0.31,0.0099615,0.0333,0.0086,0.12,7
0.066,0.00725,0.0009,0.055,0.00117,0.09,0.17,0.0099655,0.0335,0.0049,0.108,6
0.094,0.004,0.0047,0.025,0.00087,0.06,0.2,0.0099772,0.0315,0.005,0.105,5
0.066,0.00725,0.0009,0.055,0.00117,0.09,0.17,0.0099655,0.0335,0.0049,0.108,6
0.086,0.0052,0.0038,0.015,0.00096,0.05,0.18,0.0099666,0.032,0.0052,0.094,5
0.08,0.0031,0.0045,0.021,0.00216,0.05,0.16,0.0099358,0.0315,0.0081,0.125,7
0.086,0.0052,0.0038,0.015,0.00096,0.05,0.18,0.0099666,0.032,0.0052,0.094,5
0.084,0.0034,0.0042,0.021,0.00072,0.23,0.36,0.0099392,0.0311,0.0078,0.124,6
0.074,0.0049,0.0027,0.021,0.00071,0.14,0.25,0.0099388,0.0335,0.0063,0.12,6
0.061,0.0048,0.0009,0.017,0.00078,0.18,0.3,0.0099402,0.0345,0.0054,0.112,6
0.074,0.0049,0.0027,0.021,0.00071,0.14,0.25,0.0099388,0.0335,0.0063,0.12,6
0.08,0.0048,0.0034,0.022,0.00073,0.16,0.25,0.009936,0.0328,0.0066,0.124,6
0.063,0.0057,0.0028,0.021,0.00048,0.13,0.49,0.0099374,0.0341,0.006,0.128,5
0.082,0.0023,0.0042,0.019,0.00069,0.09,0.17,0.0099376,0.0321,0.0054,0.123,6
0.091,0.003,0.0041,0.02,0.00068,0.1,0.24,0.0099523,0.0327,0.0085,0.117,7
0.081,0.0078,0.001,0.033,0.0009,0.04,0.13,0.0099855,0.0336,0.0049,0.095,5
0.108,0.0047,0.0043,0.021,0.00171,0.27,0.66,0.009982,0.0317,0.0076,0.108,6
0.083,0.0053,0,0.014,0.0007,0.06,0.14,0.0099593,0.0325,0.0064,0.1,6
0.054,0.0042,0.0027,0.02,0.00092,0.23,0.55,0.0099471,0.0378,0.0064,0.123,7
0.079,0.0033,0.0041,0.015,0.00056,0.06,0.35,0.0099396,0.0329,0.0071,0.11,6
0.089,0.0024,0.0039,0.016,0.00074,0.03,0.1,0.0099698,0.0312,0.0059,0.095,6
0.05,0.004,0.005,0.043,0.00046,0.29,0.8,0.009902,0.0349,0.0066,0.136,6
0.07,0.0069,0.0007,0.025,0.00091,0.15,0.21,0.0099572,0.0338,0.006,0.113,6
0.07,0.0069,0.0007,0.025,0.00091,0.15,0.21,0.0099572,0.0338,0.006,0.113,6
0.07,0.0069,0.0007,0.025,0.00091,0.15,0.21,0.0099572,0.0338,0.006,0.113,6
0.071,0.0039,0.0012,0.021,0.00065,0.14,0.24,0.0099252,0.033,0.0053,0.133,6
0.056,0.0066,0,0.025,0.00066,0.07,0.15,0.0099256,0.0352,0.0058,0.129,5
0.079,0.0054,0.0034,0.025,0.00076,0.08,0.17,0.0099235,0.032,0.0072,0.131,8
0.066,0.005,0,0.018,0.00062,0.21,0.28,0.0099352,0.0344,0.0055,0.123,6
0.063,0.0047,0,0.014,0.00055,0.27,0.33,0.009922,0.0345,0.0048,0.123,6
0.107,0.004,0.0037,0.019,0.00081,0.17,0.29,0.0099674,0.0312,0.0065,0.112,6
0.065,0.0058,0,0.022,0.00096,0.03,0.13,0.0099557,0.0362,0.0062,0.115,4
0.088,0.0024,0.0035,0.017,0.00055,0.13,0.27,0.0099394,0.0314,0.0059,0.113,7
0.058,0.0029,0.0026,0.017,0.00063,0.03,0.11,0.009915,0.0339,0.0054,0.135,6
0.063,0.0076,0,0.029,0.00072,0.26,0.52,0.0099379,0.0351,0.006,0.115,6
0.1,0.0043,0.0033,0.027,0.00095,0.28,0.89,0.009984,0.0322,0.0068,0.1,5
0.105,0.0043,0.0035,0.033,0.00092,0.24,0.7,0.0099798,0.0321,0.0069,0.105,6
0.091,0.006,0,0.019,0.00058,0.05,0.1,0.009977,0.0318,0.0063,0.104,6
0.059,0.0019,0.0021,0.017,0.00045,0.57,1.35,0.0099341,0.0332,0.0044,0.095,5
0.074,0.0036,0.0034,0.018,0.00075,0.18,0.38,0.009933,0.0338,0.0088,0.136,7
0.072,0.0048,0.0007,0.055,0.00089,0.1,0.18,0.0099684,0.0337,0.0068,0.112,7
0.085,0.0028,0.0035,0.017,0.00061,0.06,0.15,0.0099524,0.033,0.0074,0.118,7
0.08,0.0025,0.0043,0.017,0.00067,0.22,0.5,0.009946,0.0338,0.006,0.119,6
0.104,0.0052,0.0045,0.02,0.0008,0.06,0.13,0.0099774,0.0322,0.0076,0.114,6
0.104,0.0052,0.0045,0.02,0.0008,0.06,0.13,0.0099774,0.0322,0.0076,0.114,6
0.075,0.0041,0.0015,0.037,0.00104,0.29,0.94,0.0099786,0.0314,0.0058,0.091,5
0.082,0.0051,0.0024,0.02,0.00079,0.16,0.86,0.0099764,0.0334,0.0064,0.095,6
0.073,0.004,0.003,0.017,0.0008,0.33,0.79,0.009969,0.0341,0.0065,0.095,6
0.082,0.0038,0.0032,0.025,0.0008,0.24,0.71,0.0099624,0.0327,0.0085,0.11,6
0.069,0.0045,0.0011,0.024,0.00043,0.06,0.12,0.0099354,0.033,0.0065,0.114,6
0.07,0.0022,0.003,0.018,0.00065,0.16,0.2,0.0099672,0.0361,0.0082,0.1,6
0.073,0.0032,0.0023,0.023,0.00066,0.35,0.7,0.0099588,0.0343,0.0062,0.101,5
0.082,0.002,0.0043,0.025,0.00076,0.31,0.51,0.0099672,0.0353,0.0081,0.104,6
0.078,0.005,0.0012,0.018,0.00178,0.06,0.21,0.00996,0.0328,0.0087,0.098,6
0.1,0.0041,0.0045,0.062,0.00071,0.06,0.14,0.0099702,0.0321,0.0049,0.118,7
0.078,0.0039,0.0042,0.02,0.00086,0.09,0.21,0.0099526,0.0339,0.0066,0.116,6
0.1,0.0035,0.0047,0.02,0.00061,0.06,0.11,0.0099585,0.0323,0.0052,0.12,6
0.082,0.0033,0.0032,0.028,0.00067,0.04,0.12,0.0099473,0.033,0.0076,0.128,7
0.061,0.0058,0.0023,0.025,0.00044,0.16,0.7,0.0099352,0.0346,0.0065,0.125,6
0.083,0.006,0.0025,0.022,0.00118,0.09,0.38,0.0099616,0.0315,0.0053,0.098,5
0.096,0.0042,0.0035,0.021,0.00083,0.17,0.38,0.0099622,0.0323,0.0066,0.111,6
0.066,0.0058,0,0.022,0.001,0.5,0.63,0.0099544,0.0359,0.0068,0.114,6
0.083,0.006,0.0025,0.022,0.00118,0.09,0.38,0.0099616,0.0315,0.0053,0.098,5
0.085,0.0018,0.0051,0.0175,0.00071,0.45,0.88,0.0099524,0.0333,0.0076,0.118,7
0.051,0.0051,0.0018,0.021,0.00042,0.16,1.01,0.009924,0.0346,0.0087,0.129,7
0.067,0.0041,0.0043,0.028,0.00076,0.22,0.54,0.0099572,0.0342,0.0116,0.106,6
0.102,0.0041,0.0043,0.022,0.0011,0.11,0.37,0.0099728,0.0316,0.0067,0.108,5
0.106,0.0036,0.0057,0.023,0.00087,0.06,0.2,0.0099676,0.0314,0.0072,0.111,7
0.088,0.0045,0.0043,0.014,0.00076,0.12,0.21,0.0099551,0.0321,0.0075,0.102,6
0.085,0.0032,0.0042,0.023,0.00075,0.12,0.19,0.0099434,0.0314,0.0071,0.118,7
0.09,0.00785,0.0024,0.017,0.00078,0.1,0.21,0.0099692,0.0329,0.0067,0.1,5
0.09,0.00785,0.0024,0.017,0.00078,0.1,0.21,0.0099692,0.0329,0.0067,0.1,5
0.085,0.0044,0.005,0.019,0.00369,0.15,0.38,0.0099634,0.0301,0.011,0.094,5
0.099,0.0054,0.0026,0.02,0.00111,0.07,0.6,0.0099709,0.0294,0.0098,0.102,5
0.082,0.0033,0.0039,0.025,0.00074,0.29,0.48,0.0099528,0.0332,0.0088,0.124,7
0.065,0.0034,0.0027,0.028,0.00067,0.08,0.44,0.0099384,0.0321,0.0056,0.12,6
0.076,0.005,0.0029,0.023,0.00086,0.05,0.14,0.0099502,0.0332,0.0062,0.115,6
0.092,0.0036,0.0034,0.016,0.00062,0.05,0.12,0.0099667,0.032,0.0067,0.105,6
0.071,0.0059,0,0.022,0.00078,0.26,0.44,0.0099522,0.0342,0.0068,0.108,6
0.097,0.0042,0.0046,0.021,0.00074,0.05,0.16,0.0099649,0.0327,0.0074,0.123,6
0.076,0.0036,0.0031,0.017,0.00079,0.26,0.65,0.0099716,0.0346,0.0062,0.095,6
0.076,0.0036,0.0031,0.017,0.00079,0.26,0.65,0.0099716,0.0346,0.0062,0.095,6
0.065,0.0061,0,0.022,0.00095,0.48,0.59,0.0099541,0.0361,0.007,0.115,6
0.065,0.0088,0.0003,0.056,0.00079,0.23,0.47,0.0099572,0.0358,0.005,0.112,4
0.071,0.0066,0,0.024,0.00052,0.06,0.11,0.0099318,0.0335,0.0066,0.127,7
0.056,0.00915,0,0.021,0.00041,0.17,0.78,0.0099346,0.0368,0.0073,0.114,5
0.082,0.0035,0.0033,0.024,0.00076,0.11,0.47,0.0099599,0.0327,0.0081,0.11,6
0.082,0.0035,0.0033,0.024,0.00076,0.11,0.47,0.0099599,0.0327,0.0081,0.11,6
0.098,0.0039,0.0043,0.0165,0.00068,0.05,0.11,0.0099478,0.0319,0.0046,0.114,5
0.102,0.004,0.004,0.025,0.00068,0.41,0.54,0.0099754,0.0338,0.0086,0.105,6
0.068,0.0066,0.0007,0.016,0.0007,0.16,0.61,0.0099572,0.0329,0.006,0.093,5
0.067,0.0064,0.0023,0.021,0.0008,0.11,1.19,0.0099538,0.0336,0.007,0.109,5
0.07,0.0043,0.003,0.02,0.00085,0.06,0.39,0.0099346,0.0333,0.0046,0.119,6
0.066,0.008,0.0003,0.078,0.00079,0.06,0.12,0.009963,0.0352,0.005,0.122,5
0.07,0.0043,0.003,0.02,0.00085,0.06,0.39,0.0099346,0.0333,0.0046,0.119,6
0.067,0.0064,0.0023,0.021,0.0008,0.11,1.19,0.0099538,0.0336,0.007,0.109,5
0.088,0.00955,0.0005,0.018,0.00075,0.05,0.19,0.0099616,0.033,0.0044,0.096,4
0.091,0.004,0.0057,0.046,0.0008,0.06,0.2,0.0099652,0.0328,0.0057,0.125,6
0.065,0.00885,0,0.023,0.00166,0.06,0.12,0.0099551,0.0356,0.0051,0.108,5
0.072,0.0025,0.0037,0.025,0.00063,0.11,0.41,0.0099439,0.0352,0.008,0.124,7
0.064,0.00885,0,0.023,0.00166,0.06,0.12,0.0099551,0.0356,0.0051,0.108,5
0.07,0.00745,0.0012,0.018,0.00114,0.15,0.64,0.0099588,0.0322,0.0059,0.095,6
0.062,0.0043,0.0022,0.018,0.00078,0.21,0.56,0.0099633,0.0352,0.006,0.095,6
0.079,0.0058,0.0023,0.023,0.00076,0.23,0.94,0.0099686,0.0321,0.0058,0.095,6
0.077,0.0057,0.0021,0.015,0.00069,0.04,0.09,0.0099458,0.0316,0.0054,0.098,6
0.077,0.0026,0.0026,0.02,0.00052,0.19,0.77,0.009951,0.0315,0.0079,0.109,6
0.079,0.0058,0.0023,0.023,0.00076,0.23,0.94,0.0099686,0.0321,0.0058,0.095,6
0.077,0.0057,0.0021,0.015,0.00069,0.04,0.09,0.0099458,0.0316,0.0054,0.098,6
0.079,0.0034,0.0036,0.019,0.00065,0.05,0.1,0.0099419,0.0327,0.0054,0.112,7
0.086,0.0042,0.0039,0.018,0.00068,0.06,0.12,0.0099516,0.0335,0.0069,0.117,8
0.099,0.0074,0.0019,0.058,0.00111,0.33,0.76,0.0099878,0.0314,0.0055,0.094,5
0.072,0.0036,0.0046,0.021,0.00074,0.24,0.44,0.0099534,0.034,0.0085,0.11,7
0.072,0.0036,0.0046,0.021,0.00074,0.24,0.44,0.0099534,0.034,0.0085,0.11,7
0.072,0.0036,0.0046,0.021,0.00074,0.24,0.44,0.0099534,0.034,0.0085,0.11,7
0.099,0.0072,0.0055,0.017,0.00136,0.24,0.52,0.0099752,0.0335,0.0094,0.1,5
0.072,0.0036,0.0046,0.021,0.00074,0.24,0.44,0.0099534,0.034,0.0085,0.11,7
0.062,0.0039,0.0043,0.02,0.00071,0.14,0.24,0.0099428,0.0345,0.0087,0.112,7
0.068,0.0065,0.0002,0.021,0.00078,0.08,0.15,0.0099498,0.0335,0.0062,0.104,6
0.066,0.0044,0.0015,0.021,0.00076,0.22,0.53,0.009957,0.0332,0.0062,0.093,5
0.068,0.0065,0.0002,0.021,0.00078,0.08,0.15,0.0099498,0.0335,0.0062,0.104,6
0.096,0.0038,0.0042,0.019,0.00071,0.05,0.13,0.0099659,0.0315,0.0075,0.105,6
0.102,0.0033,0.0046,0.019,0.00081,0.06,0.09,0.0099628,0.031,0.0048,0.104,6
0.088,0.0027,0.0046,0.021,0.00095,0.2,0.29,0.0099488,0.0326,0.0056,0.113,6
0.079,0.0057,0.0031,0.02,0.00079,0.1,0.79,0.0099677,0.0329,0.0069,0.095,6
0.082,0.0034,0.0037,0.019,0.00057,0.43,0.74,0.0099408,0.0323,0.0081,0.12,6
0.082,0.004,0.0031,0.019,0.00082,0.08,0.24,0.00996,0.0324,0.0069,0.106,6
0.09,0.0039,0.004,0.013,0.00044,0.25,0.5,0.0099478,0.032,0.0083,0.109,6
0.109,0.0032,0.0052,0.018,0.00132,0.17,0.44,0.0099734,0.0328,0.0077,0.115,6
0.109,0.0032,0.0052,0.018,0.00132,0.17,0.44,0.0099734,0.0328,0.0077,0.115,6
0.081,0.0053,0.0022,0.022,0.00078,0.33,0.89,0.0099678,0.0326,0.0046,0.096,6
0.105,0.0036,0.0047,0.022,0.00074,0.09,0.23,0.0099638,0.0323,0.0076,0.12,6
0.126,0.0039,0.0049,0.025,0.0008,0.08,0.2,0.009992,0.0307,0.0082,0.103,6
0.092,0.0046,0.0023,0.026,0.00091,0.18,0.77,0.0099922,0.0315,0.0051,0.094,5
0.075,0.0058,0.0003,0.041,0.0008,0.27,0.46,0.0099592,0.0302,0.0047,0.092,5
0.09,0.0058,0.0025,0.02,0.00104,0.08,0.21,0.0099769,0.0327,0.0072,0.096,5
0.051,0.0042,0,0.018,0.00044,0.18,0.88,0.0099157,0.0368,0.0073,0.136,7
0.076,0.0043,0.0029,0.021,0.00075,0.19,0.66,0.0099718,0.034,0.0064,0.095,5
0.077,0.0018,0.0034,0.027,0.00066,0.15,0.58,0.009947,0.0337,0.0078,0.118,6
0.078,0.00815,0.0001,0.026,0.00074,0.48,0.9,0.0099621,0.0338,0.0062,0.108,5
0.076,0.0043,0.0029,0.021,0.00075,0.19,0.66,0.0099718,0.034,0.0064,0.095,5
0.102,0.0023,0.0037,0.022,0.00057,0.14,0.36,0.0099614,0.0323,0.0049,0.093,4
0.071,0.0075,0.0001,0.022,0.00059,0.11,0.18,0.0099242,0.0339,0.004,0.128,6
0.06,0.0033,0.0032,0.129,0.00054,0.06,1.13,0.0099572,0.033,0.0056,0.115,4
0.078,0.0055,0,0.017,0.0007,0.07,0.17,0.0099659,0.0326,0.0064,0.094,6
0.071,0.0075,0.0001,0.022,0.00059,0.11,0.18,0.0099242,0.0339,0.004,0.128,6
0.081,0.0073,0,0.025,0.00081,0.12,0.24,0.0099798,0.0338,0.0046,0.096,4
0.065,0.0067,0,0.043,0.00057,0.11,0.2,0.0099488,0.0345,0.0056,0.118,4
0.075,0.0061,0.002,0.017,0.00076,0.36,0.6,0.0099494,0.031,0.004,0.093,5
0.098,0.0037,0.0039,0.025,0.00079,0.28,0.65,0.0099729,0.0316,0.0059,0.098,5
0.09,0.004,0.0041,0.02,0.00058,0.15,0.4,0.0099414,0.0322,0.006,0.122,6
0.083,0.0056,0.0022,0.024,0.00082,0.1,0.86,0.009983,0.0337,0.0062,0.095,5
0.059,0.0029,0.0025,0.134,0.00067,0.72,1.6,0.0099721,0.0333,0.0054,0.103,6
0.074,0.0055,0.0019,0.018,0.00082,0.15,0.34,0.0099655,0.0349,0.0068,0.105,5
0.074,0.0074,0.0007,0.017,0.00086,0.15,0.48,0.0099502,0.0312,0.0048,0.1,5
0.074,0.0055,0.0019,0.018,0.00082,0.15,0.34,0.0099655,0.0349,0.0068,0.105,5
0.069,0.0041,0.0033,0.022,0.00081,0.22,0.36,0.009949,0.0341,0.0075,0.111,6
0.071,0.006,0.0001,0.023,0.00079,0.24,0.37,0.0099514,0.034,0.0061,0.109,6
0.071,0.006,0.0001,0.023,0.00079,0.24,0.37,0.0099514,0.034,0.0061,0.109,6
0.075,0.0058,0.0014,0.022,0.00077,0.27,0.6,0.009963,0.0328,0.0059,0.098,5
0.071,0.0072,0,0.018,0.00123,0.06,0.14,0.0099627,0.0345,0.0058,0.098,5
0.079,0.0066,0,0.014,0.00096,0.06,0.13,0.0099569,0.0343,0.0058,0.095,5
0.078,0.007,0.0006,0.019,0.00079,0.2,0.35,0.0099628,0.034,0.0069,0.109,5
0.061,0.0064,0.0002,0.024,0.00069,0.26,0.46,0.0099358,0.0347,0.0045,0.11,5
0.075,0.0059,0.0022,0.018,0.00082,0.43,0.6,0.0099499,0.031,0.0042,0.092,5
0.07,0.0058,0.0028,0.048,0.00085,0.12,0.69,0.0099633,0.0332,0.007,0.11,6
0.068,0.0064,0,0.027,0.00123,0.15,0.33,0.0099538,0.0344,0.0063,0.113,6
0.068,0.0064,0,0.027,0.00123,0.15,0.33,0.0099538,0.0344,0.0063,0.113,6
0.086,0.00635,0.0068,0.018,0.00403,0.19,0.56,0.0099632,0.0302,0.0115,0.093,5
0.063,0.0102,0,0.02,0.00083,0.17,0.24,0.0099437,0.0359,0.0055,0.112,4
0.098,0.0045,0.0038,0.025,0.00081,0.34,0.66,0.0099726,0.0315,0.0058,0.098,5
0.082,0.0078,0,0.022,0.00089,0.13,0.26,0.009978,0.0337,0.0046,0.096,4
0.085,0.0037,0.0032,0.018,0.00066,0.26,0.51,0.0099456,0.0338,0.0072,0.118,6
0.072,0.0057,0.0005,0.023,0.00081,0.16,0.36,0.0099564,0.0338,0.006,0.103,6
0.072,0.0057,0.0005,0.023,0.00081,0.16,0.36,0.0099564,0.0338,0.006,0.103,6
0.104,0.0043,0.005,0.023,0.00068,0.13,0.19,0.00996,0.031,0.0087,0.114,6
0.069,0.0041,0.0031,0.02,0.00079,0.21,0.51,0.0099668,0.0347,0.0055,0.095,6
0.055,0.0049,0.0003,0.018,0.00044,0.28,0.87,0.009908,0.035,0.0082,0.14,8
0.05,0.0038,0.0001,0.016,0.00048,0.26,0.6,0.0099084,0.037,0.0075,0.14,6
0.073,0.0044,0.002,0.016,0.00049,0.24,0.64,0.009935,0.0338,0.0057,0.117,6
0.059,0.0046,0,0.019,0.00077,0.25,0.44,0.0099385,0.035,0.0053,0.112,5
0.075,0.0058,0.002,0.02,0.00073,0.34,0.44,0.0099494,0.031,0.0043,0.093,5
0.078,0.0058,0.0013,0.021,0.00102,0.17,0.36,0.009944,0.0324,0.0053,0.112,6
0.08,0.00715,0.0022,0.023,0.00075,0.13,0.81,0.0099688,0.0324,0.0054,0.095,6
0.085,0.004,0.004,0.063,0.0005,0.03,0.1,0.0099566,0.0328,0.0056,0.12,4
0.07,0.0069,0,0.019,0.00114,0.03,0.1,0.0099636,0.0335,0.006,0.097,6
0.08,0.00715,0.0022,0.023,0.00075,0.13,0.81,0.0099688,0.0324,0.0054,0.095,6
0.098,0.003,0.0039,0.017,0.00062,0.03,0.09,0.009948,0.0314,0.0057,0.115,7
0.071,0.0046,0.002,0.019,0.00077,0.28,0.54,0.009956,0.0337,0.0064,0.104,6
0.071,0.0046,0.002,0.019,0.00077,0.28,0.54,0.009956,0.0337,0.0064,0.104,6
0.079,0.00765,0,0.02,0.00084,0.09,0.22,0.0099619,0.0333,0.0068,0.109,6
0.087,0.0063,0.0028,0.027,0.00096,0.17,0.69,0.0099734,0.0326,0.0063,0.102,6
0.07,0.0042,0.0019,0.023,0.00071,0.18,0.36,0.0099476,0.0339,0.0056,0.109,5
0.113,0.0037,0.005,0.018,0.0009,0.2,0.47,0.0099734,0.0315,0.0057,0.105,5
0.071,0.0016,0.0044,0.025,0.00068,0.17,0.31,0.0099328,0.0335,0.0054,0.124,6
0.08,0.006,0.0008,0.026,0.00056,0.03,0.07,0.0099286,0.0322,0.0037,0.13,5
0.07,0.006,0.003,0.045,0.00068,0.2,1.1,0.0099914,0.033,0.0117,0.102,5
0.07,0.006,0.003,0.045,0.00068,0.2,1.1,0.0099914,0.033,0.0117,0.102,5
0.076,0.0074,0,0.019,0.001,0.06,0.12,0.0099521,0.0336,0.0059,0.11,5
0.082,0.00635,0.001,0.021,0.00073,0.25,0.6,0.0099638,0.0329,0.0075,0.109,6
0.059,0.00395,0.0013,0.024,0.00056,0.14,0.28,0.0099362,0.0362,0.0067,0.124,6
0.075,0.00755,0,0.019,0.00084,0.06,0.12,0.0099672,0.0334,0.0049,0.097,4
0.082,0.00635,0.001,0.021,0.00073,0.25,0.6,0.0099638,0.0329,0.0075,0.109,6
0.066,0.0063,0,0.043,0.00093,0.51,0.775,0.0099558,0.032,0.0045,0.095,5
0.066,0.0063,0,0.043,0.00093,0.51,0.775,0.0099558,0.032,0.0045,0.095,5
0.072,0.0053,0.0014,0.021,0.00064,0.15,0.29,0.0099323,0.0335,0.0061,0.121,6
0.057,0.006,0,0.014,0.00063,0.11,0.18,0.0099191,0.0345,0.0056,0.122,6
0.076,0.0158,0,0.021,0.00137,0.05,0.09,0.0099476,0.035,0.004,0.109,3
0.052,0.00645,0,0.0215,0.0008,0.15,0.28,0.0099444,0.0378,0.0061,0.125,6
0.067,0.0086,0.0007,0.02,0.001,0.2,0.57,0.0099598,0.036,0.0074,0.117,6
0.091,0.0037,0.0032,0.021,0.00064,0.04,0.15,0.0099576,0.033,0.008,0.112,6
0.08,0.0028,0.0044,0.018,0.00081,0.28,0.68,0.0099501,0.0336,0.0066,0.112,5
0.076,0.0079,0.0021,0.023,0.00087,0.21,0.68,0.009955,0.0312,0.0044,0.092,5
0.075,0.0061,0.0026,0.019,0.00073,0.24,0.88,0.0099612,0.033,0.0053,0.098,5
0.097,0.0069,0.0032,0.025,0.00088,0.22,0.91,0.009979,0.0329,0.0062,0.101,5
0.068,0.0068,0.0009,0.039,0.00068,0.15,0.29,0.0099524,0.0341,0.0052,0.111,4
0.097,0.0069,0.0032,0.025,0.00088,0.22,0.91,0.009979,0.0329,0.0062,0.101,5
0.07,0.0062,0.001,0.014,0.00071,0.27,0.63,0.00996,0.0328,0.0061,0.092,5
0.075,0.0061,0.0026,0.019,0.00073,0.24,0.88,0.0099612,0.033,0.0053,0.098,5
0.065,0.0051,0.0015,0.03,0.00064,0.12,0.27,0.009929,0.0333,0.0059,0.128,6
0.08,0.0118,0.0021,0.019,0.00083,0.14,0.41,0.0099532,0.0334,0.0047,0.105,5
0.07,0.0036,0.0021,0.023,0.00086,0.2,0.65,0.0099558,0.034,0.0054,0.101,6
0.07,0.0036,0.0021,0.024,0.00086,0.24,0.69,0.0099556,0.034,0.0053,0.101,6
0.075,0.0063,0.0027,0.02,0.00083,0.17,0.91,0.0099616,0.0326,0.0058,0.098,6
0.054,0.0074,0,0.012,0.00041,0.16,0.46,0.0099258,0.0401,0.0059,0.125,6
0.099,0.0044,0.0046,0.022,0.00091,0.1,0.41,0.0099638,0.0318,0.0069,0.119,6
0.075,0.0063,0.0027,0.02,0.00083,0.17,0.91,0.0099616,0.0326,0.0058,0.098,6
0.091,0.0076,0.0068,0.017,0.00414,0.18,0.64,0.0099652,0.029,0.0133,0.091,6
0.097,0.0066,0.0034,0.026,0.00094,0.12,0.88,0.0099796,0.0326,0.0066,0.101,5
0.05,0.0074,0,0.012,0.00041,0.16,0.46,0.0099258,0.0401,0.0059,0.125,6
0.091,0.0034,0.0042,0.018,0.00058,0.09,0.18,0.0099392,0.0318,0.0055,0.114,5
0.091,0.0036,0.0039,0.018,0.0006,0.21,0.55,0.0099495,0.0318,0.0082,0.11,7
0.067,0.0046,0.0024,0.017,0.00077,0.18,0.34,0.009948,0.0339,0.006,0.106,6
0.067,0.0046,0.0024,0.017,0.00077,0.18,0.34,0.009948,0.0339,0.006,0.106,6
0.067,0.0046,0.0024,0.017,0.00077,0.18,0.34,0.009948,0.0339,0.006,0.106,6
0.067,0.0046,0.0024,0.017,0.00077,0.18,0.34,0.009948,0.0339,0.006,0.106,6
0.065,0.0052,0.0011,0.018,0.00073,0.13,0.38,0.009955,0.0334,0.0052,0.093,5
0.074,0.006,0.0026,0.021,0.00083,0.17,0.91,0.0099616,0.0329,0.0056,0.098,6
0.074,0.006,0.0026,0.021,0.00083,0.17,0.91,0.0099616,0.0329,0.0056,0.098,6
0.078,0.0087,0.0026,0.038,0.00107,0.31,0.67,0.0099668,0.0326,0.0046,0.092,5
0.084,0.0039,0.001,0.017,0.00075,0.06,0.25,0.0099581,0.0309,0.0043,0.097,6
0.091,0.00775,0.0022,0.022,0.00079,0.12,0.48,0.009976,0.0318,0.0051,0.096,5
0.072,0.00835,0,0.02,0.00166,0.04,0.11,0.0099608,0.0339,0.0052,0.1,5
0.066,0.0058,0.0002,0.024,0.00069,0.19,0.4,0.0099387,0.0338,0.0066,0.126,6
0.06,0.005,0,0.014,0.00057,0.15,0.26,0.0099448,0.0336,0.0045,0.095,5
0.06,0.005,0,0.014,0.00057,0.15,0.26,0.0099448,0.0336,0.0045,0.095,5
0.06,0.005,0,0.014,0.00057,0.15,0.26,0.0099448,0.0336,0.0045,0.095,5
0.075,0.0051,0.0002,0.017,0.00084,0.13,0.31,0.0099538,0.0336,0.0054,0.105,6
0.075,0.0051,0.0002,0.017,0.00084,0.13,0.31,0.0099538,0.0336,0.0054,0.105,6
0.075,0.0051,0.0002,0.017,0.00084,0.13,0.31,0.0099538,0.0336,0.0054,0.105,6
